         244222054 function calls (244208003 primitive calls) in 83.528 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:2703(replace)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/__init__.py:53(__get__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/computation/expressions.py:223(evaluate)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/blocks.py:188(external_values)
        3    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:696(__hash__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_tight_layout.py:236(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:795(null)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:674(add_artist)
        9    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:2688(get_layout_engine)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:892(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1608(get_aspect)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1588(_draw)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:2844(notify_axes_change)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/ma/core.py:6480(isMaskedArray)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/common.py:95(is_bool_indexer)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:3450(register_extensions)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:623(name)
        5    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:632(_is_wrapper)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:891(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1563(transform_bbox)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/dataset.py:483(size)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:2215(<dictcomp>)
       14    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:3010(return_annotation)
        1    0.000    0.000    0.107    0.107 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:2347(tight_layout)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/array_algos/take.py:325(_get_take_nd_function)
      4/2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2417(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:2850(create_with_canvas)
        4    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_tight_layout.py:238(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_tight_layout.py:76(<genexpr>)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/ops/dispatch.py:13(should_extension_dispatch)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/_oldcore.py:1468(__eq__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:2044(__init__)
        1    0.000    0.000    0.004    0.004 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:359(_warn_if_gui_out_of_main_thread)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1701(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/JpegImagePlugin.py:345(JpegImageFile)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/arraysetops.py:761(_isin_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:2107(_can_hold_na)
        3    0.000    0.000    0.004    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:198(_get_backend_mod)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/nanops.py:198(_get_fill_value)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/functools.py:65(wraps)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1487(_squeeze_dispatcher)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:881(__array__)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:232(_normalize)
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:824(_get_autoscale_on)
        5    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:3405(register_mime)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:1589(name)
       11    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:537(swapaxes)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:532(_bool_arith_check)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend_handler.py:78(_update_prop)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:443(<listcomp>)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:512(__init__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:33(get_fig_manager)
        8    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:3486(get_xbound)
        1    0.000    0.000    0.012    0.012 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:571(_ensure_mutable)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend_handler.py:95(adjust_drawing_area)
        1    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:2762(_get_renderer)
       12    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        1    0.000    0.000    0.000    0.000 pysam/libchtslib.pyx:500(tell)
        1    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:4100(__cinit__)
        1    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:2015(__get__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:100(add)
       12    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/ops.py:699(groupings)
        1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap>:1038(_gcd_import)
        2    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1427(get_ticklabels)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/sorting.py:227(is_int64_overflow_possible)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:893(<genexpr>)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/ops/common.py:86(get_op_result_name)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_tight_layout.py:226(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1752(is_saving)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/generic.py:453(_validate_dtype)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/gzip.py:80(__init__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:3581(draw_if_interactive)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:678(<lambda>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1256(__init__)
       10    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1652(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/widgets.py:38(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:3249(add_axobserver)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/ops.py:790(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:742(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:193(_checkLevel)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/projections/__init__.py:73(get_projection_class)
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        7    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:1643(__iter__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:3639(Show)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:436(locally_modified_subplot_params)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:2454(__init__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/range.py:308(dtype)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/enum.py:12(_is_descriptor)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:675(get_topmost_subplotspec)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend_handler.py:84(_default_update_prop)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        9    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/linalg/linalg.py:488(_unary_dispatcher)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:1705(_is_type)
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_tight_layout.py:239(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/PpmImagePlugin.py:148(PpmPlainDecoder)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
